date,location,hosp_patients,total_beds,icu_patients,total_resp,used_beds,used_resp
2020-11-04,dolnośląskie,1305.87,2370,124,138,55.1,89.9
2020-11-04,kujawsko-pomorskie,948.672,1464,92,114,64.8,80.7
2020-11-04,lubelskie,1369.4719999999998,1664,121,145,82.3,83.4
2020-11-04,lubuskie,634.5269999999999,993,37,49,63.9,75.5
2020-11-04,mazowieckie,2198.68,2893,186,212,76.0,87.7
2020-11-04,małopolskie,2553.6040000000003,3196,239,269,79.9,88.8
2020-11-04,opolskie,552.9820000000001,977,31,39,56.6,79.5
2020-11-04,podkarpackie,1069.776,1938,109,132,55.2,82.6
2020-11-04,podlaskie,706.18,1340,55,70,52.7,78.6
2020-11-04,polska,19102.82,28010,1615,2135,68.2,75.6
2020-11-04,pomorskie,746.9119999999999,1373,65,67,54.4,97.0
2020-11-04,warmińsko-mazurskie,471.82200000000006,897,45,92,52.6,48.9
2020-11-04,wielkopolskie,1353.8140000000003,2086,124,215,64.9,57.7
2020-11-04,zachodniopomorskie,761.482,1102,65,87,69.1,74.7
2020-11-04,łódzkie,1470.96,2160,105,188,68.1,55.9
2020-11-04,śląskie,2078.898,2469,155,224,84.2,69.2
2020-11-04,świętokrzyskie,891.0720000000001,1088,62,94,81.9,66.0
2020-11-05,dolnośląskie,1301.224,2488,116,135,52.3,85.9
2020-11-05,kujawsko-pomorskie,964.002,1454,84,113,66.3,74.3
2020-11-05,lubelskie,1238.7900000000002,1785,130,155,69.4,83.9
2020-11-05,lubuskie,622.87,995,44,51,62.6,86.3
2020-11-05,mazowieckie,2303.168,3104,205,221,74.2,92.8
2020-11-05,małopolskie,2536.808,3244,248,280,78.2,88.6
2020-11-05,opolskie,591.075,1065,38,43,55.5,88.4
2020-11-05,podkarpackie,1174.955,1955,124,143,60.1,86.7
2020-11-05,podlaskie,747.472,1364,62,81,54.8,76.5
2020-11-05,polska,19475.625,29375,1705,2243,66.3,76.0
2020-11-05,pomorskie,798.252,1428,61,69,55.9,88.4
2020-11-05,warmińsko-mazurskie,503.04100000000005,973,42,99,51.7,42.4
2020-11-05,wielkopolskie,1435.896,2331,122,235,61.6,51.9
2020-11-05,zachodniopomorskie,761.482,1102,67,87,69.1,77.0
2020-11-05,łódzkie,1484.04,2235,110,187,66.4,58.8
2020-11-05,śląskie,2119.9880000000003,2764,190,250,76.7,76.0
2020-11-05,świętokrzyskie,891.0720000000001,1088,62,94,81.9,66.0
2020-11-06,dolnośląskie,1476.036,2844,122,156,51.9,78.2
2020-11-06,kujawsko-pomorskie,995.648,1504,94,124,66.2,75.8
2020-11-06,lubelskie,1399.864,1864,142,161,75.1,88.2
2020-11-06,lubuskie,648.081,1143,42,56,56.7,75.0
2020-11-06,mazowieckie,2399.436,3418,223,249,70.2,89.6
2020-11-06,małopolskie,2565.12,3340,265,286,76.8,92.7
2020-11-06,opolskie,591.075,1065,38,43,55.5,88.4
2020-11-06,podkarpackie,1276.9979999999998,1986,140,152,64.3,92.1
2020-11-06,podlaskie,731.688,1418,69,85,51.6,81.2
2020-11-06,polska,20195.615999999998,30786,1815,2342,65.6,77.5
2020-11-06,pomorskie,831.444,1436,65,71,57.9,91.5
2020-11-06,warmińsko-mazurskie,535.432,1016,55,99,52.7,55.6
2020-11-06,wielkopolskie,1435.896,2331,122,235,61.6,51.9
2020-11-06,zachodniopomorskie,778.488,1194,68,93,65.2,73.1
2020-11-06,łódzkie,1503.684,2268,119,196,66.3,60.7
2020-11-06,śląskie,2143.2599999999998,2835,193,251,75.6,76.9
2020-11-06,świętokrzyskie,900.324,1124,58,85,80.1,68.2
2020-11-07,dolnośląskie,1532.9160000000002,2844,120,156,53.9,76.9
2020-11-07,kujawsko-pomorskie,938.7440000000001,1732,92,170,54.2,54.1
2020-11-07,lubelskie,1369.4820000000002,1758,122,158,77.9,77.2
2020-11-07,lubuskie,633.15,1050,45,56,60.3,80.4
2020-11-07,mazowieckie,2351.304,3468,222,260,67.8,85.4
2020-11-07,małopolskie,2469.0119999999997,3332,261,285,74.1,91.6
2020-11-07,opolskie,615.57,1065,41,52,57.8,78.8
2020-11-07,podkarpackie,1269.62,1990,131,155,63.8,84.5
2020-11-07,podlaskie,741.6139999999999,1418,70,85,52.3,82.4
2020-11-07,polska,20218.75,31250,1841,2459,64.7,74.9
2020-11-07,pomorskie,815.6060000000001,1441,63,73,56.6,86.3
2020-11-07,warmińsko-mazurskie,575.52,1056,50,99,54.5,50.5
2020-11-07,wielkopolskie,1515.85,2485,127,243,61.0,52.3
2020-11-07,zachodniopomorskie,785.6209999999999,1249,74,94,62.9,78.7
2020-11-07,łódzkie,1542.6730000000002,2377,119,195,64.9,61.0
2020-11-07,śląskie,2156.868,2853,201,255,75.6,78.8
2020-11-07,świętokrzyskie,903.3359999999999,1132,103,123,79.8,83.7
2020-11-08,dolnośląskie,1538.771,2887,122,156,53.3,78.2
2020-11-08,kujawsko-pomorskie,1007.337,2103,93,178,47.9,52.2
2020-11-08,lubelskie,1430.7880000000002,1802,125,158,79.4,79.1
2020-11-08,lubuskie,660.45,1050,45,56,62.9,80.4
2020-11-08,mazowieckie,2398.461,3471,219,260,69.1,84.2
2020-11-08,małopolskie,2504.335,3317,265,285,75.5,93.0
2020-11-08,opolskie,597.528,1158,38,52,51.6,73.1
2020-11-08,podkarpackie,1345.9859999999999,2021,146,161,66.6,90.7
2020-11-08,podlaskie,822.44,1418,75,85,58.0,88.2
2020-11-08,polska,20966.085000000003,31815,1804,2442,65.9,73.9
2020-11-08,pomorskie,840.645,1437,60,73,58.5,82.2
2020-11-08,warmińsko-mazurskie,581.856,1056,52,99,55.1,52.5
2020-11-08,wielkopolskie,1593.18,2505,122,243,63.6,50.2
2020-11-08,zachodniopomorskie,843.075,1249,68,94,67.5,72.3
2020-11-08,łódzkie,1523.914,2359,119,200,64.6,59.5
2020-11-08,śląskie,2294.25,2850,191,255,80.5,74.9
2020-11-08,świętokrzyskie,982.5759999999999,1132,64,87,86.8,73.6
2020-11-09,dolnośląskie,1615.736,2906,130,155,55.6,83.9
2020-11-09,kujawsko-pomorskie,1019.955,2103,102,178,48.5,57.3
2020-11-09,lubelskie,1521.52,1820,138,166,83.6,83.1
2020-11-09,lubuskie,597.606,967,55,60,61.8,91.7
2020-11-09,mazowieckie,2623.775,3619,229,265,72.5,86.4
2020-11-09,małopolskie,2623.9570000000003,3439,271,306,76.3,88.6
2020-11-09,opolskie,659.235,1065,41,52,61.9,78.8
2020-11-09,podkarpackie,1371.3,2100,151,161,65.3,93.8
2020-11-09,podlaskie,801.1519999999999,1408,75,85,56.9,88.2
2020-11-09,polska,21637.104000000003,32586,1897,2465,66.4,77.0
2020-11-09,pomorskie,891.312,1488,67,82,59.9,81.7
2020-11-09,warmińsko-mazurskie,612.1120000000001,1072,52,99,57.1,52.5
2020-11-09,wielkopolskie,1742.0,2600,129,202,67.0,63.9
2020-11-09,zachodniopomorskie,859.18,1292,80,94,66.5,85.1
2020-11-09,łódzkie,1583.101,2591,114,211,61.1,54.0
2020-11-09,śląskie,2128.656,2908,207,255,73.2,81.2
2020-11-09,świętokrzyskie,991.7679999999999,1208,56,94,82.1,59.6
2020-11-10,dolnośląskie,1613.654,2918,147,172,55.3,85.5
2020-11-10,kujawsko-pomorskie,992.868,2108,91,178,47.1,51.1
2020-11-10,lubelskie,1556.87,1934,139,174,80.5,79.9
2020-11-10,lubuskie,610.8389999999999,1013,45,60,60.3,75.0
2020-11-10,mazowieckie,2628.3069999999993,3917,277,289,67.1,95.8
2020-11-10,małopolskie,2484.566,3446,274,304,72.1,90.1
2020-11-10,opolskie,626.1419999999999,1074,42,52,58.3,80.8
2020-11-10,podkarpackie,1315.8239999999998,2082,156,163,63.2,95.7
2020-11-10,podlaskie,863.4780000000001,1602,78,94,53.9,83.0
2020-11-10,polska,21483.755999999998,33516,1971,2563,64.1,76.9
2020-11-10,pomorskie,898.697,1531,64,83,58.7,77.1
2020-11-10,warmińsko-mazurskie,627.484,1097,54,99,57.2,54.5
2020-11-10,wielkopolskie,1705.7520000000002,2682,127,217,63.6,58.5
2020-11-10,zachodniopomorskie,858.614,1297,76,97,66.2,78.4
2020-11-10,łódzkie,1491.684,2524,113,214,59.1,52.8
2020-11-10,śląskie,2198.516,3062,222,257,71.8,86.4
2020-11-10,świętokrzyskie,1018.841,1229,66,110,82.9,60.0
2020-11-11,dolnośląskie,1636.3080000000002,2943,150,181,55.6,82.9
2020-11-11,kujawsko-pomorskie,1026.9759999999999,2144,102,178,47.9,57.3
2020-11-11,lubelskie,1561.833,1907,146,178,81.9,82.0
2020-11-11,lubuskie,692.672,1096,47,60,63.2,78.3
2020-11-11,mazowieckie,2736.684,4001,274,303,68.4,90.4
2020-11-11,małopolskie,2436.304,3536,268,333,68.9,80.5
2020-11-11,opolskie,610.0319999999999,1074,44,52,56.8,84.6
2020-11-11,podkarpackie,1283.808,2064,139,152,62.2,91.4
2020-11-11,podlaskie,869.886,1602,78,94,54.3,83.0
2020-11-11,polska,21899.936999999998,34059,2018,2624,64.3,76.9
2020-11-11,pomorskie,928.71,1530,72,82,60.7,87.8
2020-11-11,warmińsko-mazurskie,649.935,1111,41,102,58.5,40.2
2020-11-11,wielkopolskie,1772.771,2783,147,217,63.7,67.7
2020-11-11,zachodniopomorskie,874.178,1297,81,97,67.4,83.5
2020-11-11,łódzkie,1515.71,2569,121,217,59.0,55.8
2020-11-11,śląskie,2245.68,3119,222,257,72.0,86.4
2020-11-11,świętokrzyskie,1052.06,1283,86,121,82.0,71.1
2020-11-12,dolnośląskie,1727.4719999999998,2958,151,178,58.4,84.8
2020-11-12,kujawsko-pomorskie,1057.485,2145,108,198,49.3,54.5
2020-11-12,lubelskie,1537.725,2175,139,182,70.7,76.4
2020-11-12,lubuskie,703.632,1096,47,60,64.2,78.3
2020-11-12,mazowieckie,2784.828,3884,289,299,71.7,96.7
2020-11-12,małopolskie,2478.742,3506,276,308,70.7,89.6
2020-11-12,opolskie,625.068,1074,38,52,58.2,73.1
2020-11-12,podkarpackie,1293.68,2060,152,155,62.8,98.1
2020-11-12,podlaskie,888.555,1601,78,93,55.5,83.9
2020-11-12,polska,22296.568000000003,34622,2047,2659,64.4,77.0
2020-11-12,pomorskie,956.58,1605,70,93,59.6,75.3
2020-11-12,warmińsko-mazurskie,640.2,1100,63,106,58.2,59.4
2020-11-12,wielkopolskie,1821.875,2915,142,227,62.5,62.6
2020-11-12,zachodniopomorskie,775.0509999999999,1307,79,97,59.3,81.4
2020-11-12,łódzkie,1631.84,2632,113,221,62.0,51.1
2020-11-12,śląskie,2318.796,3142,221,258,73.8,85.7
2020-11-12,świętokrzyskie,1055.124,1422,81,132,74.2,61.4
2020-11-13,dolnośląskie,1684.0320000000002,3136,155,190,53.7,81.6
2020-11-13,kujawsko-pomorskie,1091.2959999999998,2144,106,178,50.9,59.6
2020-11-13,lubelskie,1577.4460000000001,2197,144,164,71.8,87.8
2020-11-13,lubuskie,700.3439999999999,1096,50,60,63.9,83.3
2020-11-13,mazowieckie,2889.03,4187,338,417,69.0,81.1
2020-11-13,małopolskie,2382.516,3468,289,318,68.7,90.9
2020-11-13,opolskie,627.76,1064,36,60,59.0,60.0
2020-11-13,podkarpackie,1305.304,2002,149,160,65.2,93.1
2020-11-13,podlaskie,879.576,1608,80,99,54.7,80.8
2020-11-13,polska,22305.388,35182,2126,2805,63.4,75.8
2020-11-13,pomorskie,980.4779999999998,1626,73,94,60.3,77.7
2020-11-13,warmińsko-mazurskie,638.476,1084,65,106,58.9,61.3
2020-11-13,wielkopolskie,1910.7480000000003,2967,147,241,64.4,61.0
2020-11-13,zachodniopomorskie,887.68,1387,86,97,64.0,88.7
2020-11-13,łódzkie,1557.905,2645,122,224,58.9,54.5
2020-11-13,śląskie,2237.5280000000002,3112,218,258,71.9,84.5
2020-11-13,świętokrzyskie,968.7760000000001,1459,68,139,66.4,48.9
2020-11-14,dolnośląskie,1685.856,3099,151,202,54.4,74.8
2020-11-14,kujawsko-pomorskie,1093.44,2144,108,178,51.0,60.7
2020-11-14,lubelskie,1480.1219999999998,2142,142,165,69.1,86.1
2020-11-14,lubuskie,687.9960000000001,1044,46,60,65.9,76.7
2020-11-14,mazowieckie,2828.29,4318,306,345,65.5,88.7
2020-11-14,małopolskie,2391.183,3501,266,299,68.3,89.0
2020-11-14,opolskie,608.685,1085,40,54,56.1,74.1
2020-11-14,podkarpackie,1306.8220000000001,2101,149,173,62.2,86.1
2020-11-14,podlaskie,860.815,1609,81,100,53.5,81.0
2020-11-14,polska,22110.625,35377,2067,2745,62.5,75.3
2020-11-14,pomorskie,976.625,1625,68,104,60.1,65.4
2020-11-14,warmińsko-mazurskie,660.776,1094,65,97,60.4,67.0
2020-11-14,wielkopolskie,1920.864,2992,136,250,64.2,54.4
2020-11-14,zachodniopomorskie,882.5,1412,84,97,62.5,86.6
2020-11-14,łódzkie,1557.905,2645,122,224,58.9,54.5
2020-11-14,śląskie,2199.756,3107,235,258,70.8,91.1
2020-11-14,świętokrzyskie,968.7760000000001,1459,68,139,66.4,48.9
2020-11-15,dolnośląskie,1707.549,3099,154,192,55.1,80.2
2020-11-15,kujawsko-pomorskie,1106.304,2144,117,178,51.6,65.7
2020-11-15,lubelskie,1579.5680000000002,2152,148,166,73.4,89.2
2020-11-15,lubuskie,716.184,1044,53,60,68.6,88.3
2020-11-15,mazowieckie,2841.136,4331,299,357,65.6,83.8
2020-11-15,małopolskie,2320.998,3522,254,295,65.9,86.1
2020-11-15,opolskie,608.685,1085,40,54,56.1,74.1
2020-11-15,podkarpackie,1328.984,2168,150,184,61.3,81.5
2020-11-15,podlaskie,866.16,1604,75,95,54.0,78.9
2020-11-15,polska,22269.95,35575,2091,2748,62.6,76.1
2020-11-15,pomorskie,1006.6080000000001,1608,70,103,62.6,68.0
2020-11-15,warmińsko-mazurskie,684.844,1094,74,97,62.6,76.3
2020-11-15,wielkopolskie,1920.864,2992,136,250,64.2,54.4
2020-11-15,zachodniopomorskie,905.092,1412,86,97,64.1,88.7
2020-11-15,łódzkie,1541.218,2723,130,231,56.6,56.3
2020-11-15,śląskie,2197.0719999999997,3112,229,258,70.6,88.8
2020-11-15,świętokrzyskie,950.4,1485,76,131,64.0,58.0
2020-11-16,dolnośląskie,1716.846,3099,138,178,55.4,77.5
2020-11-16,kujawsko-pomorskie,1157.76,2144,117,178,54.0,65.7
2020-11-16,lubelskie,1629.378,2358,153,186,69.1,82.3
2020-11-16,lubuskie,734.32,1096,51,60,67.0,85.0
2020-11-16,mazowieckie,3015.12,4434,306,361,68.0,84.8
2020-11-16,małopolskie,2290.642,3613,257,305,63.4,84.3
2020-11-16,opolskie,657.51,1085,38,54,60.6,70.4
2020-11-16,podkarpackie,1379.376,2232,144,184,61.8,78.3
2020-11-16,podlaskie,900.6690000000001,1617,77,102,55.7,75.5
2020-11-16,polska,22948.2,36600,2083,2816,62.7,74.0
2020-11-16,pomorskie,1046.826,1683,73,111,62.2,65.8
2020-11-16,warmińsko-mazurskie,720.803,1121,74,97,64.3,76.3
2020-11-16,wielkopolskie,1920.864,2992,136,250,64.2,54.4
2020-11-16,zachodniopomorskie,906.5040000000001,1412,89,97,64.2,91.8
2020-11-16,łódzkie,1646.296,2819,130,251,58.4,51.8
2020-11-16,śląskie,2275.668,3327,229,268,68.4,85.4
2020-11-16,świętokrzyskie,969.0239999999999,1568,71,134,61.8,53.0
2020-11-17,dolnośląskie,1710.6480000000001,3099,149,189,55.2,78.8
2020-11-17,kujawsko-pomorskie,1186.95,2050,120,172,57.9,69.8
2020-11-17,lubelskie,1583.708,2282,149,181,69.4,82.3
2020-11-17,lubuskie,765.7059999999999,1097,52,60,69.8,86.7
2020-11-17,mazowieckie,2955.651,4611,310,370,64.1,83.8
2020-11-17,małopolskie,2280.285,3591,254,315,63.5,80.6
2020-11-17,opolskie,645.575,1085,39,54,59.5,72.2
2020-11-17,podkarpackie,1334.56,2195,138,186,60.8,74.2
2020-11-17,podlaskie,886.0859999999999,1614,66,99,54.9,66.7
2020-11-17,polska,22777.342999999997,36797,2115,2828,61.9,74.8
2020-11-17,pomorskie,1052.76,1698,74,107,62.0,69.2
2020-11-17,warmińsko-mazurskie,749.4390000000001,1107,77,94,67.7,81.9
2020-11-17,wielkopolskie,1982.47,3122,167,249,63.5,67.1
2020-11-17,zachodniopomorskie,919.828,1444,91,102,63.7,89.2
2020-11-17,łódzkie,1529.815,2807,125,252,54.5,49.6
2020-11-17,śląskie,2212.098,3398,234,270,65.1,86.7
