JPT,powiat,70+ lat,12-19 lat,20-39 lat,40-59 lat,60-69 lat,population,total_full,percent full,total_1d,nazwa,wojew,typ_p
JPT_0611021,łukowski,317,20,183,313,267,2480,884,"35,6",1100,Stoczek Łukowski,lubelskie,<20k
JPT_0404062,chełmiński,368,100,476,741,467,5304,1599,"30,1",2152,Stolno,kujawsko-pomorskie,<20k
JPT_2601063,buski,686,71,536,874,601,7576,2094,"27,6",2768,Stopnica,świętokrzyskie,<20k
JPT_0224042,ząbkowicki,386,46,335,563,496,5360,1411,"26,3",1826,Stoszowice,dolnośląskie,<20k
JPT_1434102,wołomiński,205,19,169,315,192,2731,589,"21,6",900,Strachówka,mazowieckie,<20k
JPT_2604182,kielecki,565,129,876,1359,714,10964,2673,"24,4",3643,Strawczyn,świętokrzyskie,<20k
JPT_1401052,białobrzeski,324,61,483,650,405,5609,1448,"25,8",1923,Stromiec,mazowieckie,<20k
JPT_0208133,kłodzki,777,96,516,909,819,7451,2378,"31,9",3117,Stronie Śląskie,dolnośląskie,<20k
JPT_2403113,cieszyński,995,214,1314,1944,1197,13256,4236,32,5664,Strumień,śląskie,<20k
JPT_1020083,zgierski,1134,242,1236,1999,1204,12681,4496,"35,5",5815,Stryków,łódzkie,<20k
JPT_1215072,suski,963,233,1318,1812,1013,11926,3791,"31,8",5339,Stryszawa,małopolskie,<20k
JPT_1218072,wadowicki,412,113,655,970,567,6848,1844,"26,9",2717,Stryszów,małopolskie,<20k
JPT_3023072,słupecki,786,168,1060,1561,867,10280,2792,"27,2",4442,Strzałkowo,wielkopolskie,<20k
JPT_0219063,świdnicki (dolnośląskie),2428,375,2150,3635,2535,25499,8584,"33,7",11123,Strzegom,dolnośląskie,20k-50k
JPT_1413052,mławski,586,68,540,883,621,7415,1924,"25,9",2698,Strzegowo,mazowieckie,<20k
JPT_1002102,kutnowski,328,57,361,501,340,3892,1086,"27,9",1587,Strzelce,łódzkie,<20k
JPT_0806043,strzelecko-drezdenecki,1613,385,1615,2593,1848,16809,6990,"41,6",8054,Strzelce Krajeńskie,lubuskie,<20k
JPT_1611053,strzelecki,2839,604,3022,4449,2685,30269,11332,"37,4",13599,Strzelce Opolskie,opolskie,20k-50k
JPT_1009072,pajęczański,375,33,291,506,391,4540,1332,"29,3",1596,Strzelce Wielkie,łódzkie,<20k
JPT_1605032,krapkowicki,503,77,514,740,468,7341,1984,27,2302,Strzeleczki,opolskie,<20k
JPT_0217043,strzeliński,2096,374,2216,3305,2310,22026,8222,"37,3",10301,Strzelin,dolnośląskie,20k-50k
JPT_0409043,mogileński,958,134,943,1513,1032,11524,3494,"30,3",4580,Strzelno,kujawsko-pomorskie,<20k
JPT_0609122,lubelski,559,85,562,951,584,8127,2260,"27,8",2741,Strzyżewice,lubelskie,<20k
JPT_1819043,strzyżowski,1382,163,1181,1904,1306,20521,5175,"25,2",5936,Strzyżów,podkarpackie,20k-50k
JPT_1813092,przemyski,229,27,180,320,276,3863,800,"20,7",1032,Stubno,podkarpackie,<20k
JPT_2201082,bytowski,273,56,305,467,287,3788,1058,"27,9",1388,Studzienice,pomorskie,<20k
JPT_1413062,mławski,336,43,346,605,375,4820,1082,"22,4",1705,Stupsk,mazowieckie,<20k
JPT_2605083,konecki,1619,139,1011,1776,1618,16475,4484,"27,2",6163,Stąporków,świętokrzyskie,<20k
JPT_3021143,poznański,1255,392,2130,2819,1560,15125,5784,"38,2",8156,Stęszew,wielkopolskie,<20k
JPT_2205062,kartuski,579,221,908,1266,671,10765,2517,"23,4",3645,Stężyca,pomorskie,<20k
JPT_0616052,rycki,526,71,492,771,520,5105,1952,"38,2",2380,Stężyca,lubelskie,<20k
JPT_2214052,tczewski,319,100,552,847,405,5499,1550,"28,2",2223,Subkowy,pomorskie,<20k
JPT_1215021,suski,915,180,1002,1453,937,9044,3409,"37,7",4487,Sucha Beskidzka,małopolskie,<20k
JPT_3214113,stargardzki,345,67,323,613,388,4256,1409,"33,1",1736,Suchań,zachodniopomorskie,<20k
JPT_2610053,skarżyski,1088,144,918,1420,997,10036,3499,"34,9",4567,Suchedniów,świętokrzyskie,<20k
JPT_2011093,sokólski,610,61,378,737,498,6765,1804,"26,7",2284,Suchowola,podlaskie,<20k
JPT_1426102,siedlecki,343,30,283,498,341,4652,1076,"23,1",1495,Suchożebry,mazowieckie,<20k
JPT_2204072,gdański,234,70,434,644,313,4248,1267,"29,8",1695,Suchy Dąb,pomorskie,<20k
JPT_3021152,poznański,1476,841,2743,4101,1682,18512,8601,"46,5",10843,Suchy Las,wielkopolskie,<20k
JPT_0809063,zielonogórski,2452,478,2807,3994,2828,26540,10337,"38,9",12559,Sulechów,lubuskie,20k-50k
JPT_1010093,piotrkowski,1288,273,1377,2270,1378,16308,4704,"28,8",6586,Sulejów,łódzkie,<20k
JPT_1412151,miński,2037,524,2565,3509,1985,19951,8242,"41,3",10620,Sulejówek,mazowieckie,<20k
JPT_0225052,zgorzelecki,353,66,353,635,503,6030,1459,"24,2",1910,Sulików,dolnośląskie,<20k
JPT_3012011,krotoszyński,216,49,244,317,212,2831,743,"26,2",1038,Sulmierzyce,wielkopolskie,<20k
JPT_1009082,pajęczański,400,36,256,515,341,4421,1215,"27,5",1548,Sulmierzyce,łódzkie,<20k
JPT_0807043,sulęciński,1436,329,1738,2437,1602,15633,6039,"38,6",7542,Sulęcin,lubuskie,<20k
JPT_2205072,kartuski,324,74,468,623,388,5616,1297,"23,1",1877,Sulęczyno,pomorskie,<20k
JPT_2002093,białostocki,1180,227,1406,2388,1287,16003,5822,"36,4",6488,Supraśl,podlaskie,<20k
JPT_2002103,białostocki,178,13,132,209,134,1937,578,"29,8",666,Suraż,podlaskie,<20k
JPT_0618082,tomaszowski (lubelskie),617,46,387,707,580,7384,1869,"25,3",2337,Susiec,lubelskie,<20k
JPT_2807063,iławski,799,114,840,1401,1106,12634,2933,"23,2",4260,Susz,warmińsko-mazurskie,<20k
JPT_2410062,pszczyński,745,255,1361,1908,949,12469,3920,"31,4",5218,Suszec,śląskie,<20k
JPT_2063000,Suwałki,5080,836,5589,8853,6075,69639,22651,"32,5",26433,Suwałki,podlaskie,50k-100k
JPT_2012072,suwalski,432,97,592,1039,506,7826,2264,"28,9",2666,Suwałki,podlaskie,<20k
JPT_1209073,myślenicki,876,312,1647,2243,1145,15061,4688,"31,1",6223,Sułkowice,małopolskie,<20k
JPT_1206132,krakowski,523,100,593,867,472,5807,1911,"32,9",2555,Sułoszowa,małopolskie,<20k
JPT_0620122,zamojski,394,29,227,410,352,4401,1152,"26,2",1412,Sułów,lubelskie,<20k
JPT_3021163,poznański,3905,1671,8018,10352,4562,52206,21409,41,28508,Swarzędz,wielkopolskie,50k-100k
JPT_0214073,oleśnicki,1497,304,1591,2362,1509,16819,5916,"35,2",7263,Syców,dolnośląskie,<20k
JPT_1411092,makowski,267,42,259,439,330,3228,988,"30,6",1337,Sypniewo,mazowieckie,<20k
JPT_1019023,zduńskowolski,710,83,651,973,636,7287,2120,"29,1",3053,Szadek,łódzkie,<20k
JPT_1211142,nowotarski,467,77,438,625,393,11115,1382,"12,4",2000,Szaflary,małopolskie,<20k
JPT_3001053,chodzieski,561,121,649,1062,649,7513,1848,"24,6",3042,Szamocin,wielkopolskie,<20k
JPT_3024073,szamotulski,2714,793,4053,5387,3042,30188,11637,"38,5",15989,Szamotuły,wielkopolskie,20k-50k
JPT_0607062,kraśnicki,465,56,297,548,426,5733,1439,"25,1",1792,Szastarka,lubelskie,<20k
JPT_0808042,świebodziński,255,59,322,517,326,3845,1123,"29,2",1479,Szczaniec,lubuskie,<20k
JPT_1404052,gostyniński,387,34,346,558,381,4839,1213,"25,1",1706,Szczawin Kościelny,mazowieckie,<20k
JPT_1211023,nowotarski,581,87,599,941,601,7145,2279,"31,9",2809,Szczawnica,małopolskie,<20k
JPT_0221031,wałbrzyski,744,115,509,875,666,5534,2488,45,2909,Szczawno-Zdrój,dolnośląskie,<20k
JPT_0620133,zamojski,889,65,659,1064,890,11083,2888,"26,1",3567,Szczebrzeszyn,lubelskie,<20k
JPT_3262000,Szczecin,46557,8542,49004,62579,40077,398255,175087,44,206762,Szczecin,zachodniopomorskie,>100k
JPT_3215011,szczecinecki,4574,764,3614,5846,4390,39827,16731,42,19188,Szczecinek,zachodniopomorskie,20k-50k
JPT_2416083,zawierciański,834,85,606,1017,853,7538,2733,"36,3",3395,Szczekociny,śląskie,<20k
JPT_1001072,bełchatowski,615,59,533,1000,562,8209,2108,"25,7",2769,Szczerców,łódzkie,<20k
JPT_1204073,dąbrowski,850,118,869,1428,803,13103,3252,"24,8",4068,Szczucin,małopolskie,<20k
JPT_2004053,grajewski,418,27,329,561,423,5994,1541,"25,7",1758,Szczuczyn,podlaskie,<20k
JPT_1202072,brzeski (małopolskie),675,100,635,1046,721,9407,2413,"25,7",3177,Szczurowa,małopolskie,<20k
JPT_1427062,sierpecki,350,45,276,529,351,4245,1204,"28,4",1551,Szczutowo,mazowieckie,<20k
JPT_2402011,bielski (śląskie),505,92,581,829,503,5710,1882,33,2510,Szczyrk,śląskie,<20k
JPT_0208143,kłodzki,556,62,470,798,787,7185,2085,29,2673,Szczytna,dolnośląskie,<20k
JPT_3007102,kaliski,554,68,450,798,519,7797,1649,"21,1",2389,Szczytniki,wielkopolskie,<20k
JPT_2817011,szczycieński,2612,386,2056,3340,2544,22813,8733,"38,3",10938,Szczytno,warmińsko-mazurskie,20k-50k
JPT_1411102,makowski,336,43,318,516,293,3634,1084,"29,8",1506,Szelków,mazowieckie,<20k
JPT_2215092,wejherowski,801,404,1748,2724,1104,18620,5376,"28,9",6781,Szemud,pomorskie,<20k
JPT_2013093,wysokomazowiecki,672,68,484,852,585,6840,2309,"33,8",2661,Szepietowo,podlaskie,<20k
JPT_1216162,tarnowski,522,63,463,761,488,7888,1819,"23,1",2297,Szerzyny,małopolskie,<20k
JPT_0206041,karkonoski,644,95,517,840,741,6653,2187,"32,9",2837,Szklarska Poręba,dolnośląskie,<20k
JPT_0812023,wschowski,312,76,349,560,396,5019,1208,"24,1",1693,Szlichtyngowa,lubuskie,<20k
JPT_0810073,żagański,1825,259,1439,2501,1784,20367,6202,"30,5",7808,Szprotawa,lubuskie,20k-50k
JPT_1413072,mławski,270,34,241,418,300,4070,775,19,1263,Szreńsk,mazowieckie,<20k
JPT_2001072,augustowski,412,48,288,474,388,4996,1193,"23,9",1610,Sztabin,podlaskie,<20k
JPT_2216053,sztumski,1532,390,1752,2616,1878,18182,6769,"37,2",8168,Sztum,pomorskie,<20k
JPT_2210052,nowodworski (pomorskie),314,68,386,541,387,3622,1395,"38,5",1696,Sztutowo,pomorskie,<20k
JPT_0410053,nakielski,1895,535,2638,3794,2201,24917,8473,34,11063,Szubin,kujawsko-pomorskie,20k-50k
JPT_2011102,sokólski,318,26,152,323,228,2812,922,"32,8",1047,Szudziałowo,podlaskie,<20k
JPT_1416092,ostrowski (mazowieckie),153,28,138,243,149,1630,506,31,711,Szulborze Wielkie,mazowieckie,<20k
JPT_2014042,zambrowski,341,40,275,453,322,4759,1087,"22,8",1431,Szumowo,podlaskie,<20k
JPT_1430053,szydłowiecki,1519,175,1362,1956,1590,18505,4987,"26,9",6602,Szydłowiec,mazowieckie,<20k
JPT_1413082,mławski,308,57,351,545,360,4537,1083,"23,9",1621,Szydłowo,mazowieckie,<20k
JPT_3019062,pilski,438,214,836,1460,774,9341,2618,28,3722,Szydłowo,wielkopolskie,<20k
JPT_2612083,staszowski,396,41,329,513,425,4590,1231,"26,8",1704,Szydłów,świętokrzyskie,<20k
JPT_2012082,suwalski,302,30,222,369,243,3884,882,"22,7",1166,Szypliszki,podlaskie,<20k
JPT_1003032,łaski,533,69,396,755,514,6343,1563,"24,6",2267,Sędziejowice,łódzkie,<20k
JPT_2602063,jędrzejowski,1215,220,1207,1865,1426,12352,4430,"35,9",5933,Sędziszów,świętokrzyskie,<20k
JPT_1815043,ropczycko-sędziszowski,1553,182,1406,2150,1235,23865,5823,"24,4",6526,Sędziszów Małopolski,podkarpackie,20k-50k
JPT_1205092,gorlicki,331,50,349,585,354,4937,1366,"27,7",1669,Sękowa,małopolskie,<20k
JPT_2801063,bartoszycki,498,94,451,737,609,6080,1792,"29,5",2389,Sępopol,warmińsko-mazurskie,<20k
JPT_0413023,sępoleński,1406,370,1658,2393,1576,15761,6262,"39,7",7403,Sępólno Krajeńskie,kujawsko-pomorskie,<20k
JPT_1208072,miechowski,399,57,324,539,358,3487,1348,"38,7",1677,Słaboszów,małopolskie,<20k
JPT_0812013,wschowski,958,135,919,1581,1130,12639,3503,"27,7",4723,Sława,lubuskie,<20k
JPT_0601142,bialski,197,17,172,234,197,2263,740,"32,7",817,Sławatycze,lubelskie,<20k
JPT_2401081,będziński,677,145,628,1127,761,6935,2858,"41,2",3338,Sławków,śląskie,<20k
JPT_1007072,opoczyński,549,107,609,923,574,7645,2008,"26,3",2762,Sławno,łódzkie,<20k
JPT_3213021,sławieński,1389,199,1060,1714,1345,12357,4774,"38,6",5707,Sławno,zachodniopomorskie,<20k
JPT_3216052,świdwiński,320,53,263,449,380,3977,1124,"28,3",1465,Sławoborze,zachodniopomorskie,<20k
JPT_1206123,krakowski,1141,233,1391,2075,1162,13557,4234,"31,2",6002,Słomniki,małopolskie,<20k
JPT_1207112,limanowski,244,51,507,598,242,6815,1197,"17,6",1642,Słopnice,małopolskie,<20k
JPT_0807032,sulęciński,261,46,361,545,365,4774,1127,"23,6",1578,Słońsk,lubuskie,<20k
JPT_1419112,płocki,317,37,256,425,287,4415,926,21,1322,Słubice,mazowieckie,<20k
JPT_0805053,słubicki,1632,352,2261,3286,1927,20145,7468,"37,1",9458,Słubice,lubuskie,20k-50k
JPT_3023011,słupecki,1552,260,1394,2128,1608,13564,5091,"37,5",6943,Słupca,wielkopolskie,<20k
JPT_2602072,jędrzejowski,441,46,337,571,428,4278,1321,"30,9",1823,Słupia,świętokrzyskie,<20k
JPT_1015092,skierniewicki,249,32,187,272,221,2609,663,"25,4",961,Słupia,łódzkie,<20k
JPT_2605062,konecki,302,22,267,421,285,3274,1028,"31,4",1297,Słupia Konecka,świętokrzyskie,<20k
JPT_1419122,płocki,579,222,801,1653,686,8129,3071,"37,8",3941,Słupno,mazowieckie,<20k
JPT_2263000,Słupsk,10680,1728,8921,13427,9768,89780,36293,"40,4",44524,Słupsk,pomorskie,50k-100k
JPT_2212082,słupski,999,377,1794,2924,1560,18528,5994,"32,4",7654,Słupsk,pomorskie,<20k
JPT_1418063,piaseczyński,986,300,1281,2058,1068,11594,4153,"35,8",5693,Tarczyn,mazowieckie,<20k
JPT_0618092,tomaszowski (lubelskie),279,29,214,386,295,3885,934,24,1203,Tarnawatka,lubelskie,<20k
JPT_1864000,Tarnobrzeg,5183,709,3855,6731,4528,46360,18533,40,21006,Tarnobrzeg,podkarpackie,20k-50k
JPT_0602123,biłgorajski,584,64,390,671,586,6616,1953,"29,5",2295,Tarnogród,lubelskie,<20k
JPT_1805112,jasielski,620,71,436,800,602,9151,2154,"23,5",2529,Tarnowiec,podkarpackie,<20k
JPT_3021172,poznański,2123,1074,4629,5939,2643,28908,12367,"42,8",16408,Tarnowo Podgórne,wielkopolskie,20k-50k
JPT_2413041,tarnogórski,6594,1404,7130,9985,5852,61756,25426,"41,2",30965,Tarnowskie Góry,śląskie,50k-100k
JPT_1263000,Tarnów,12012,1771,9236,14051,9854,107498,37836,"35,2",46924,Tarnów,małopolskie,>100k
JPT_1216092,tarnowski,1756,415,2232,3504,1821,26224,7435,"28,4",9728,Tarnów,małopolskie,20k-50k
JPT_1609112,opolski (opolskie),695,124,887,1172,707,9632,3104,"32,2",3585,Tarnów Opolski,opolskie,<20k
JPT_3031062,złotowski,211,38,181,328,270,2969,685,"23,1",1028,Tarnówka,wielkopolskie,<20k
JPT_2606072,opatowski,389,28,267,394,444,5067,1088,"21,5",1522,Tarłów,świętokrzyskie,<20k
JPT_2214011,tczewski,5806,1269,6261,8944,5580,59430,21066,"35,4",27860,Tczew,pomorskie,50k-100k
JPT_1436042,zwoleński,302,37,308,533,335,4874,977,20,1515,Tczów,mazowieckie,<20k
JPT_0618102,tomaszowski (lubelskie),366,22,189,338,289,3854,994,"25,8",1204,Telatyn,lubelskie,<20k
JPT_1428082,sochaczewski,958,263,1313,1826,1054,11542,3762,"32,6",5414,Teresin,mazowieckie,<20k
JPT_0601021,bialski,520,64,455,815,546,5457,1978,"36,2",2400,Terespol,lubelskie,<20k
JPT_0602132,biłgorajski,196,21,161,263,208,3876,681,"17,6",849,Tereszpol,lubelskie,<20k
JPT_1209082,myślenicki,458,113,757,1085,563,8860,2063,"23,3",2976,Tokarnia,małopolskie,<20k
JPT_2804093,elbląski,596,128,594,1019,692,6528,2259,"34,6",3029,Tolkmicko,warmińsko-mazurskie,<20k
JPT_0618011,tomaszowski (lubelskie),1988,234,1495,2522,2149,18783,7150,"38,1",8388,Tomaszów Lubelski,lubelskie,<20k
JPT_1016011,tomaszowski (łódzkie),6927,1056,5134,8621,6328,61338,23053,"37,6",28066,Tomaszów Mazowiecki,łódzkie,50k-100k
JPT_1218082,wadowicki,501,155,914,1276,598,8223,2667,"32,4",3444,Tomice,małopolskie,<20k
JPT_0411072,radziejowski,419,58,426,646,436,4738,1583,"33,4",1985,Topólka,kujawsko-pomorskie,<20k
JPT_0463000,Toruń,22527,4772,25114,32255,20682,198613,82933,"41,8",105350,Toruń,kujawsko-pomorskie,>100k
JPT_0807053,sulęciński,462,104,556,871,573,6734,1916,"28,5",2566,Torzym,lubuskie,<20k
JPT_2405073,gliwicki,703,159,794,1183,764,9361,2977,"31,8",3603,Toszek,śląskie,<20k
JPT_0617052,świdnicki (lubelskie),724,61,473,923,654,8833,2222,"25,2",2835,Trawniki,lubelskie,<20k
JPT_1403122,garwoliński,539,64,538,772,489,7236,1757,"24,3",2402,Trojanów,mazowieckie,<20k
JPT_1415112,ostrołęcki,360,64,340,535,431,4725,1321,28,1730,Troszyn,mazowieckie,<20k
JPT_1814082,przeworski,418,59,367,647,427,8498,1583,"18,6",1918,Tryńcza,podkarpackie,<20k
JPT_1201082,bocheński,365,55,508,674,379,5646,1389,"24,6",1981,Trzciana,małopolskie,<20k
JPT_3002073,czarnkowsko-trzcianecki,2094,398,2139,3466,2239,24224,7514,31,10336,Trzcianka,wielkopolskie,20k-50k
JPT_2008072,moniecki,334,31,184,326,240,4193,847,"20,2",1115,Trzcianne,podlaskie,<20k
JPT_0803063,międzyrzecki,530,133,591,901,567,6365,1987,"31,2",2722,Trzciel,lubuskie,<20k
JPT_3008072,kępiński,438,92,440,704,379,4934,1451,"29,4",2053,Trzcinica,wielkopolskie,<20k
JPT_3206083,gryfiński,452,60,370,664,454,5174,1419,"27,4",2000,Trzcińsko-Zdrój,zachodniopomorskie,<20k
JPT_3205083,gryficki,1258,209,1459,2398,1618,15995,5467,"34,2",6942,Trzebiatów,zachodniopomorskie,<20k
JPT_0809082,zielonogórski,281,51,288,477,337,3343,1103,33,1434,Trzebiechów,lubuskie,<20k
JPT_0811082,żarski,443,75,426,766,505,5640,1730,"30,7",2215,Trzebiel,lubuskie,<20k
JPT_2201092,bytowski,269,50,285,469,316,3706,1090,"29,4",1389,Trzebielino,pomorskie,<20k
JPT_0611092,łukowski,463,43,405,645,438,7320,1612,22,1994,Trzebieszów,lubelskie,<20k
JPT_1203053,chrzanowski,3201,604,3276,5130,3489,33633,12302,"36,6",15700,Trzebinia,małopolskie,20k-50k
JPT_0220033,trzebnicki,2146,487,2817,3853,2297,24442,8858,"36,2",11600,Trzebnica,dolnośląskie,20k-50k
JPT_1816132,rzeszowski,1475,268,1932,2840,1467,22633,7032,"31,1",7982,Trzebownisko,podkarpackie,20k-50k
JPT_3003093,gnieźnieński,1134,229,1263,1907,1216,14222,3519,"24,7",5749,Trzemeszno,wielkopolskie,<20k
JPT_0604062,hrubieszowski,361,38,264,381,361,4071,1143,"28,1",1405,Trzeszczany,lubelskie,<20k
JPT_1212062,olkuski,637,118,774,1055,558,7039,2271,"32,3",3142,Trzyciąż,małopolskie,<20k
JPT_0607072,kraśnicki,544,44,358,587,434,6390,1555,"24,3",1967,Trzydnik Duży,lubelskie,<20k
JPT_2204082,gdański,654,229,1056,1687,845,11242,3267,"29,1",4471,Trąbki Wielkie,pomorskie,<20k
JPT_0416063,tucholski,1934,361,1886,2857,1990,20151,7002,"34,7",9028,Tuchola,kujawsko-pomorskie,20k-50k
JPT_2201102,bytowski,227,46,319,476,318,4312,1038,"24,1",1386,Tuchomie,pomorskie,<20k
JPT_1216103,tarnowski,1079,151,1102,1749,1083,17809,4038,"22,7",5164,Tuchów,małopolskie,<20k
JPT_0601172,bialski,288,24,152,258,205,2958,776,"26,2",927,Tuczna,lubelskie,<20k
JPT_3217043,wałecki,437,69,339,537,421,4871,1291,"26,5",1803,Tuczno,zachodniopomorskie,<20k
JPT_2601072,buski,368,39,279,453,279,3690,1008,"27,3",1418,Tuczępy,świętokrzyskie,<20k
JPT_3027073,turecki,745,76,800,1338,910,10526,2666,"25,3",3869,Tuliszków,wielkopolskie,<20k
JPT_0811092,żarski,272,38,245,415,328,3022,975,"32,3",1298,Tuplice,lubuskie,<20k
JPT_1609132,opolski (opolskie),673,134,769,1214,702,10029,2886,"28,8",3492,Turawa,opolskie,<20k
JPT_3027011,turecki,3059,370,2275,3806,2963,26441,9356,"35,4",12473,Turek,wielkopolskie,20k-50k
JPT_0602142,biłgorajski,669,29,289,563,463,5942,1761,"29,6",2013,Turobin,lubelskie,<20k
JPT_2006062,kolneński,287,19,183,341,181,5113,823,"16,1",1011,Turośl,podlaskie,<20k
JPT_2002112,białostocki,428,91,531,866,483,6524,2114,"32,4",2399,Turośń Kościelna,podlaskie,<20k
JPT_1006113,łódzki wschodni,1016,207,1182,1903,1103,12453,4130,"33,2",5411,Tuszyn,łódzkie,<20k
JPT_1811092,mielecki,501,70,490,839,432,8254,1975,"23,9",2332,Tuszów Narodowy,podkarpackie,<20k
JPT_1609123,opolski (opolskie),457,66,364,616,562,5195,1753,"33,7",2065,Tułowice,opolskie,<20k
JPT_0214083,oleśnicki,1082,198,1198,1871,1173,12889,4405,"34,2",5522,Twardogóra,dolnośląskie,<20k
JPT_2413082,tarnogórski,604,119,670,1080,626,8282,2434,"29,4",3099,Tworóg,śląskie,<20k
JPT_3201043,białogardzki,474,66,474,708,632,6718,1694,"25,2",2354,Tychowo,zachodniopomorskie,<20k
JPT_2477000,Tychy,12666,2850,14395,19629,14833,126871,51114,"40,3",64373,Tychy,śląskie,>100k
JPT_1816143,rzeszowski,694,147,812,1290,616,10662,3163,"29,7",3559,Tyczyn,podkarpackie,<20k
JPT_2002123,białostocki,473,30,302,482,349,6167,1378,"22,3",1636,Tykocin,podlaskie,<20k
JPT_1207122,limanowski,319,70,551,664,389,6608,1515,"22,9",1993,Tymbark,małopolskie,<20k
JPT_1817062,sanocki,111,8,93,146,91,1976,392,"19,8",449,Tyrawa Wołoska,podkarpackie,<20k
JPT_0618123,tomaszowski (lubelskie),503,51,344,607,492,5437,1493,"27,5",1997,Tyszowce,lubelskie,<20k
JPT_0408082,lipnowski,313,55,343,493,329,4656,1099,"23,6",1533,Tłuchowo,kujawsko-pomorskie,<20k
JPT_1434113,wołomiński,1230,298,1891,2947,1584,20104,5834,29,7950,Tłuszcz,mazowieckie,20k-50k
JPT_0604072,hrubieszowski,396,29,266,449,342,4478,1167,"26,1",1482,Uchanie,lubelskie,<20k
JPT_0218052,średzki (dolnośląskie),437,76,377,659,494,5014,1555,31,2043,Udanin,dolnośląskie,<20k
JPT_1611063,strzelecki,423,87,560,754,436,6426,1846,"28,7",2260,Ujazd,opolskie,<20k
JPT_1016102,tomaszowski (łódzkie),583,78,530,912,672,7706,2063,"26,8",2775,Ujazd,łódzkie,<20k
JPT_2417142,żywiecki,301,26,270,410,344,4406,950,"21,6",1351,Ujsoły,śląskie,<20k
JPT_3019073,pilski,699,170,811,1262,791,7946,2421,"30,5",3733,Ujście,wielkopolskie,<20k
JPT_0615072,radzyński,356,43,336,507,356,5962,1109,"18,6",1598,Ulan-Majorat,lubelskie,<20k
JPT_1812073,niżański,567,47,400,656,518,8214,1927,"23,5",2188,Ulanów,podkarpackie,<20k
JPT_0618132,tomaszowski (lubelskie),380,25,220,390,339,4455,1036,"23,3",1354,Ulhówek,lubelskie,<20k
JPT_1011043,poddębicki,784,69,601,983,628,6956,2315,"33,3",3065,Uniejów,łódzkie,<20k
JPT_0404072,chełmiński,537,100,673,951,653,6989,1996,"28,6",2914,Unisław,kujawsko-pomorskie,<20k
JPT_0619052,włodawski,284,38,281,433,344,4164,1128,"27,1",1380,Urszulin,lubelskie,<20k
JPT_0607083,kraśnicki,676,77,474,882,654,8453,2273,"26,9",2763,Urzędów,lubelskie,<20k
JPT_2212011,słupski,2035,246,1445,2269,1884,15199,6280,"41,3",7879,Ustka,pomorskie,<20k
JPT_3208072,kołobrzeski,377,71,439,687,417,3617,1440,"39,8",1991,Ustronie Morskie,zachodniopomorskie,<20k
JPT_2403021,cieszyński,1813,250,1453,2210,1488,15989,5764,36,7214,Ustroń,śląskie,<20k
JPT_1801083,bieszczadzki,1150,146,998,1653,1290,17074,4221,"24,7",5237,Ustrzyki Dolne,podkarpackie,<20k
JPT_0616062,rycki,300,35,233,320,307,3145,883,"28,1",1195,Ułęż,lubelskie,<20k
JPT_1205102,gorlicki,367,65,446,622,417,6880,1540,"22,4",1917,Uście Gorlickie,małopolskie,<20k
JPT_0608132,lubartowski,220,20,204,245,202,3120,650,"20,8",891,Uścimów,lubelskie,<20k
JPT_1218093,wadowicki,3223,608,3800,5563,3263,37585,13195,"35,1",16457,Wadowice,małopolskie,20k-50k
JPT_1811102,mielecki,411,49,468,806,354,7738,1634,"21,1",2088,Wadowice Górne,podkarpackie,<20k
JPT_0401082,aleksandrowski,334,52,394,544,377,4564,1278,28,1701,Waganiec,kujawsko-pomorskie,<20k
JPT_1605042,krapkowicki,346,50,398,472,317,5374,1145,"21,3",1583,Walce,opolskie,<20k
JPT_0221082,wałbrzyski,448,95,405,696,537,5392,1764,"32,7",2181,Walim,dolnośląskie,<20k
JPT_3028062,wągrowiecki,237,39,288,391,300,2931,919,"31,4",1255,Wapno,wielkopolskie,<20k
JPT_1406113,grójecki,1613,287,1945,2815,1913,19167,6525,34,8573,Warka,mazowieckie,<20k
JPT_0414112,świecki,398,74,387,745,497,6464,1450,"22,4",2101,Warlubie,kujawsko-pomorskie,<20k
JPT_3212062,pyrzycki,263,56,283,447,316,3443,1133,"32,9",1365,Warnice,zachodniopomorskie,<20k
JPT_1465000,Warszawa,215327,54729,338009,348795,169385,1794166,926441,"51,6",1126247,Warszawa,mazowieckie,>100k
JPT_1014093,sieradzki,1077,129,861,1483,1003,12510,3302,"26,4",4553,Warta,łódzkie,<20k
JPT_0201062,bolesławiecki,568,85,630,1052,736,8579,2519,"29,4",3071,Warta Bolesławiecka,dolnośląskie,<20k
JPT_1011052,poddębicki,524,63,541,857,542,6239,1952,"31,3",2527,Wartkowice,łódzkie,<20k
JPT_2002133,białostocki,1148,243,1650,2524,1218,18067,6058,"33,5",6783,Wasilków,podlaskie,<20k
JPT_0265000,Wałbrzych,12904,1777,9148,15060,13091,109971,42549,"38,7",51980,Wałbrzych,dolnośląskie,>100k
JPT_3217011,wałecki,2684,373,2246,3694,2688,24949,8689,"34,8",11685,Wałcz,zachodniopomorskie,20k-50k
JPT_2607062,ostrowiecki,572,54,408,662,508,6766,1430,"21,1",2204,Waśniów,świętokrzyskie,<20k
JPT_2215031,wejherowski,4536,1016,5245,7475,4013,49099,18164,37,22285,Wejherowo,pomorskie,20k-50k
