Gmina,Powiat,70+ lat,12-19 lat,20-39 lat,40-59 lat,60-69 lat,Województwo,Grupa wiekowa,Liczba ludności,Pacjenci w pełni zaszczepieni,% pacjentów zaszczepionych pełną dawką,Pacjenci zaszczepieni przynajmniej jedną dawką
gm.m-w. Krynki,sokólski,325,18,162,322,271,podlaskie,:,2958,700,"23,66%",1098
gm.w. Jonkowo,olsztyński,438,76,575,1223,634,warmińsko-mazurskie,:,7495,1773,"23,66%",2946
gm.m-w. Libiąż,chrzanowski,1849,183,1777,3088,2131,małopolskie,:,22136,5235,"23,65%",9028
gm.w. Dwikozy,sandomierski,799,51,580,1093,775,świętokrzyskie,:,8650,2046,"23,65%",3298
gm.w. Kampinos,warszawski zachodni,397,38,337,635,336,mazowieckie,:,4348,1028,"23,64%",1743
gm.m-w. Wolsztyn,wolsztyński,2665,314,2649,4251,2559,wielkopolskie,:,30517,7213,"23,64%",12438
gm.w. Wilkowice,bielski,1210,110,956,1769,1108,śląskie,:,13382,3160,"23,61%",5153
m. Raciąż,płoński,343,39,381,613,446,mazowieckie,:,4390,1036,"23,60%",1822
gm.w. Koneck,aleksandrowski,293,25,246,403,278,kujawsko-pomorskie,:,3103,732,"23,59%",1245
gm.w. Konopiska,częstochowski,893,71,751,1495,930,śląskie,:,10728,2531,"23,59%",4140
m. Działdowo,działdowski,1842,183,1725,3095,2316,warmińsko-mazurskie,:,21145,4987,"23,58%",9161
gm.w. Kunice,legnicki,451,100,556,1171,655,dolnośląskie,:,7161,1688,"23,57%",2933
gm.w. Kodeń,bialski,295,15,201,349,292,lubelskie,:,3432,809,"23,57%",1152
gm.w. Porąbka,bielski,1342,99,1122,2109,1214,śląskie,:,15581,3671,"23,56%",5886
gm.w. Dłutów,pabianicki,401,26,291,579,366,łódzkie,:,4692,1105,"23,55%",1663
gm.m-w. Murowana Goślina,poznański,1064,196,1652,2673,1702,wielkopolskie,:,16942,3990,"23,55%",7287
gm.m-w. Bychawa,lubelski,1011,66,795,1286,891,lubelskie,:,11532,2714,"23,53%",4049
gm.w. Świlcza,rzeszowski,1224,147,1075,1903,1033,podkarpackie,:,16299,3835,"23,53%",5382
gm.m-w. Kałuszyn,miński,500,31,433,674,501,mazowieckie,:,5749,1352,"23,52%",2139
m. Gniezno,gnieźnieński,6960,655,5554,9524,6498,wielkopolskie,:,67570,15894,"23,52%",29191
gm.w. Kuźnica,sokólski,360,11,206,476,279,podlaskie,:,3890,914,"23,50%",1332
m. Nowe Miasto Lubawskie,nowomiejski,1002,66,736,1343,998,warmińsko-mazurskie,:,10709,2517,"23,50%",4145
gm.w. Stare Bogaczowice,wałbrzyski,333,58,331,593,414,dolnośląskie,:,4265,1002,"23,49%",1729
gm.w. Mietków,wrocławski,319,27,284,466,397,dolnośląskie,:,3737,878,"23,49%",1493
gm.w. Zakrzew,lubelski,291,13,152,274,229,lubelskie,:,2852,670,"23,49%",959
gm.m-w. Chojna,gryfiński,968,53,760,1604,1238,zachodniopomorskie,:,13616,3197,"23,48%",4623
gm.w. Witonia,łęczycki,330,17,224,444,331,łódzkie,:,3201,751,"23,46%",1346
m. Kętrzyn,kętrzyński,2839,255,1861,3378,2751,warmińsko-mazurskie,:,26788,6285,"23,46%",11084
m. Dzierżoniów,dzierżoniowski,3932,280,2043,3710,3138,dolnośląskie,:,32869,7703,"23,44%",13103
gm.w. Prażmów,piaseczyński,774,216,1155,2135,1054,mazowieckie,:,11363,2664,"23,44%",5334
gm.m-w. Staszów,staszowski,2445,234,1845,3193,2332,świętokrzyskie,:,25464,5970,"23,44%",10049
